Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Upsell Discount (product.metafields.app--34646425601--orderediting.editing_sales_channel_discount_percentage),The order of the upsell products. (product.metafields.app--34646425601--orderediting.product_sorting_index),Activity (product.metafields.custom.activity),Bundle Products (product.metafields.custom.bundle_products),Category Metafield Colour (product.metafields.custom.category_metafield_colour),Hot spots  (product.metafields.custom.hot_spots),Outlet (product.metafields.custom.outlet),Parent product for bundle (product.metafields.custom.parent_product_for_bundle),Products Size Chart (product.metafields.custom.products_size_chart),Product Swatch Image (product.metafields.custom.product_swatch_image),Sibling (product.metafields.custom.sibling),Variation products (product.metafields.custom.variation_products),Variation value (Colour) (product.metafields.custom.variation_value),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Material (product.metafields.shopify.material),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / Australia,Price / Australia,Compare At Price / Australia,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / MIddle East,Price / MIddle East,Compare At Price / MIddle East,Included / Switzerland,Price / Switzerland,Compare At Price / Switzerland,Included / United States,Price / United States,Compare At Price / United States,Status
boys-dimension-windbreaker-cloud-haze-dove-blue-washed-indigo,,,,,,,,,m-b,,,,,,,,TBJWB002-393-M/B,300.0,shopify,deny,manual,60.00,,true,false,,,,,'5056859116268,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269067.jpg?v=1770368657,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windbreaker-cloud-haze-dove-blue-washed-indigo,,,,,,,,,l-b,,,,,,,,TBJWB002-393-L/B,300.0,shopify,deny,manual,60.00,,true,false,,,,,'5056859116275,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269052.jpg?v=1770368657,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windbreaker-cloud-haze-dove-blue-washed-indigo,,,,,,,,,xl-b,,,,,,,,TBJWB002-393-XL/B,300.0,shopify,deny,manual,60.00,,true,true,,,,,'5056859116282,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269054.jpg?v=1770368657,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windbreaker-cloud-haze-dove-blue-washed-indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269055.jpg?v=1770368657,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windbreaker-cloud-haze-dove-blue-washed-indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269049_16980198-0cd8-45af-945f-69e1ddc29e9a.jpg?v=1770368657,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windbreaker-cloud-haze-dove-blue-washed-indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269050.jpg?v=1770368657,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windbreaker-navy-mystic-ocean,Boys Dimension Windbreaker - Navy / Mystic Ocean,"<p data-start=""313"" data-end=""659"">Designed for lightweight coverage with a technical edge, the Trailberg Boys Dimension Windbreaker  combines a durable outer shell with stretch panels for added comfort and ease of wear. Featuring an all-over digital print and reflective detailing throughout, this windbreaker delivers a bold Trailberg look with functional everyday protection.</p>
<p data-start=""661"" data-end=""770"">Finished with secure zip pockets and elasticated cuffs, it’s a versatile layer built for changing conditions.</p>
<p data-start=""772"" data-end=""789"">Key Features:</p>
<ul>
<li data-start=""792"" data-end=""849"">Lightweight polyester shell with all-over digital print</li>
<li data-start=""852"" data-end=""908"">4-way stretch panels for added comfort and flexibility</li>
<li data-start=""911"" data-end=""960"">Full zip fastening with branded lockable puller</li>
<li data-start=""963"" data-end=""1005"">Secure zip hand pockets and chest pocket</li>
<li data-start=""1008"" data-end=""1044"">Elasticated cuffs for a secure fit</li>
<li data-start=""1047"" data-end=""1103"">Reflective Trailberg branding and detailing throughout</li>
<li data-start=""1106"" data-end=""1160"">Branded internal neck tape and woven back neck label</li>
</ul>
<p data-start=""1162"" data-end=""1187"">Material Composition:</p>
<ul>
<li data-start=""1190"" data-end=""1219"">
<p>Main Panels: 100% Polyester</p>
</li>
<li data-start=""1222"" data-end=""1267"">
<p>Stretch Panels: 90% Polyester, 10% Elastane</p>
</li>
</ul>
<p data-start=""1269"" data-end=""1286"">Sizing &amp; Fit:</p>
<ul>
<li>Model is 4ft10 (152cm) and wears <span> L/B. </span>
</li>
</ul>",Trailberg,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Windbreakers,BOYS WEATHER JACKETS,"Boys Coats and Light Jackets, Boys Sets, BOYSQ1, new, NEW IN",true,Size,xs-b,product.metafields.shopify.size,,,,,,,TBJWB002-404-XS/B,300.0,shopify,deny,manual,60.00,,true,false,,,,,'5056859116299,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269031_e7086ac3-7eaf-4e31-8852-7f57e9e9fc0b.jpg?v=1770368714,1,"",false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/BLACK_IRISNAVY.png?v=1751895153,boys-dimension-windbreaker-navy-mystic-ocean; boys-dimension-windbreaker-cloud-haze-dove-blue-washed-indigo,,,,,,,,,navy,,,xs-b; s-b; m-b; l-b; xl-b,,,boys-dimension-t-shirt-navy-blue-mystic-ocean; boys-dimension-short-navy-blue,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
boys-dimension-windbreaker-navy-mystic-ocean,,,,,,,,,s-b,,,,,,,,TBJWB002-404-S/B,300.0,shopify,deny,manual,60.00,,true,false,,,,,'5056859116305,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269027_e69647d3-dbab-450b-8c46-04221b0dd43d.jpg?v=1770368714,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windbreaker-navy-mystic-ocean,,,,,,,,,m-b,,,,,,,,TBJWB002-404-M/B,300.0,shopify,deny,manual,60.00,,true,false,,,,,'5056859116312,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269034_7b4df860-68f8-4318-bf7e-24922031612e.jpg?v=1770368714,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windbreaker-navy-mystic-ocean,,,,,,,,,l-b,,,,,,,,TBJWB002-404-L/B,300.0,shopify,deny,manual,60.00,,true,false,,,,,'5056859116329,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269033_afa38f3e-c1c1-4f41-99e6-cce35fc986a0.jpg?v=1770368714,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windbreaker-navy-mystic-ocean,,,,,,,,,xl-b,,,,,,,,TBJWB002-404-XL/B,300.0,shopify,deny,manual,60.00,,true,true,,,,,'5056859116336,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269028_bc80b22f-2bed-46a8-a704-c26c8964588d.jpg?v=1770368714,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windbreaker-navy-mystic-ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269030_53e62842-4423-49ae-b02f-8ab16b96a9bd.jpg?v=1770368714,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windbreaker-navy-mystic-ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269032_ac0039ca-4a44-4e81-8474-3cb82f4e9499.jpg?v=1770368714,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windbreaker-navy-mystic-ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269029_eefeef94-1520-4a73-8c93-023603f1e384.jpg?v=1770368714,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boys-triathlon-3-0-tee-breeze-washed-indigo,Boys Triathlon 3.0 Tee - Breeze / Washed Indigo,"<p data-start=""154"" data-end=""462"">Designed for lightweight comfort, the <strong data-start=""192"" data-end=""224"">Boys Triathlon Tee</strong> is crafted from a smooth jacquard interlock fabric that delivers a clean finish and breathable feel. The streamlined construction is complemented by reflective Trailberg branding, making it a versatile everyday tee with a technical edge.</p>
<p data-start=""464"" data-end=""528"">Finished with premium trims at the neckline for all-day comfort.</p>
<p data-start=""530"" data-end=""547"">Key Features:</p>
<ul>
<li>Lightweight jacquard interlock fabric</li>
<li>Reflective Trailberg branding to front and back</li>
<li>Branded back neck tape for added comfort</li>
<li>Heat-transfer back neck label for a clean finish</li>
</ul>
<p data-start=""741"" data-end=""766"">Material Composition:</p>
<ul data-start=""767"" data-end=""785"">
<li data-start=""767"" data-end=""785"">100% Polyester</li>
</ul>
<p data-start=""787"" data-end=""804"">Sizing &amp; Fit:</p>
<p data-start=""805"" data-end=""848"">Model is 4ft10 (152cm) and wears L/B. </p>",Trailberg,Apparel & Accessories > Clothing > Activewear > Activewear Tops > T-Shirts,BOYS T-SHIRTS,"2026Q1, Boys' T Shirts and Fleeces, BOYSQ1, NEW IN",true,Size,xs-b,product.metafields.shopify.size,,,,,,,TBJTS012-390-XS/B,200.0,shopify,deny,manual,28.00,,true,false,,,,,'5056859115896,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601268992.jpg?v=1770372500,1,"",false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/breeeze.png?v=1752157048,boys-triathlon-3-0-tee-breeze-washed-indigo,,,,,breathable-design; reflective; body-contouring-fit,running; cycling,,,blue,,,xs-b; s-b; m-b; l-b; xl-b,,male,boys-triathlon-3-0-hood-breeze; boys-triathlon-3-short-breeze; boys-triathlon-3-woven-pant-breeze,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
boys-triathlon-3-0-tee-breeze-washed-indigo,,,,,,,,,s-b,,,,,,,,TBJTS012-390-S/B,200.0,shopify,deny,manual,28.00,,true,false,,,,,'5056859115902,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601268991.jpg?v=1770372501,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-triathlon-3-0-tee-breeze-washed-indigo,,,,,,,,,m-b,,,,,,,,TBJTS012-390-M/B,200.0,shopify,deny,manual,28.00,,true,false,,,,,'5056859115919,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601268984_13485ec7-28fd-4805-ab2f-88e7fe828a21.jpg?v=1772104376,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-triathlon-3-0-tee-breeze-washed-indigo,,,,,,,,,l-b,,,,,,,,TBJTS012-390-L/B,200.0,shopify,deny,manual,28.00,,true,false,,,,,'5056859115926,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601268985_dfef3741-b8eb-4dbe-8b92-25fe3412f704.jpg?v=1772104377,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-triathlon-3-0-tee-breeze-washed-indigo,,,,,,,,,xl-b,,,,,,,,TBJTS012-390-XL/B,200.0,shopify,deny,manual,28.00,,true,true,,,,,'5056859115933,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601268988_9638f0d5-631e-4431-999d-c8f06c0a6720.jpg?v=1772104377,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-triathlon-3-0-tee-breeze-washed-indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601268990_980aed49-e4ef-4314-af44-74d54128bca6.jpg?v=1772104377,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boys-interval-t-shirt-black,Boys Interval Tee - Black,"<p data-start=""190"" data-end=""489"">Designed for lightweight everyday wear, the <strong data-start=""234"" data-end=""265"">Boys Interval Tee in Black</strong> features a dual-sided polyester construction for a clean finish and comfortable feel. Reflective detailing across the shoulders and branding adds a technical edge, while premium trims at the neckline ensure all-day comfort.</p>
<p data-start=""491"" data-end=""561"">A versatile tee that blends Trailberg style with functional detailing.</p>
<h3 data-start=""563"" data-end=""580"">Key Features:</h3>
<ul>
<li data-start=""583"" data-end=""619"">Lightweight polyester construction</li>
<li data-start=""622"" data-end=""660"">Dual-sided fabric for a clean finish</li>
<li data-start=""663"" data-end=""700"">Reflective shoulder strip detailing</li>
<li data-start=""703"" data-end=""752"">Reflective Trailberg branding to front and back</li>
<li data-start=""755"" data-end=""797"">Branded back neck tape <br>
</li>
</ul>
<h3 data-start=""843"" data-end=""868"">Material Composition:</h3>
<ul data-start=""869"" data-end=""887"">
<li data-start=""869"" data-end=""887"">
<p data-start=""871"" data-end=""887"">100% Polyester</p>
</li>
</ul>
<h3 data-start=""889"" data-end=""906"">Sizing &amp; Fit:</h3>
<ul>
<li data-start=""907"" data-end=""950"">Model is 4ft10 (152cm) and wears L/B. </li>
</ul>",Trailberg,Apparel & Accessories,BOYS T-SHIRTS,"2026Q1, Boys' T Shirts and Fleeces, BOYSQ1, NEW IN",true,Size ,XS/B,,,,,,,,TBJTS011-002-XS/B,200.0,shopify,deny,manual,28.00,,true,false,,,,,'5056859116145,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269085.jpg?v=1770387257,1,"",false,,,,,,,Black,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/Black.png?v=1751894382,boys-interval-t-shirt-black; boys-interval-t-shirt-dove-blue,,,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
boys-interval-t-shirt-black,,,,,,,,,S/B,,,,,,,,TBJTS011-002-S/B,200.0,shopify,deny,manual,28.00,,true,false,,,,,'5056859116152,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269080.jpg?v=1770387257,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-interval-t-shirt-black,,,,,,,,,M/B,,,,,,,,TBJTS011-002-M/B,200.0,shopify,deny,manual,28.00,,true,false,,,,,'5056859116169,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269083.jpg?v=1770387257,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-interval-t-shirt-black,,,,,,,,,L/B,,,,,,,,TBJTS011-002-L/B,200.0,shopify,deny,manual,28.00,,true,false,,,,,'5056859116176,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269081.jpg?v=1770387257,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-interval-t-shirt-black,,,,,,,,,XL/B,,,,,,,,TBJTS011-002-XL/B,200.0,shopify,deny,manual,28.00,,true,true,,,,,'5056859116183,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269082.jpg?v=1770387257,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-twinset-cloud-haze-dove-blue-washed-indigo,Boys Dimension Twinset - Cloud Haze/Dove Blue/Washed Indigo,"<p data-end=""551"" data-start=""232"">Designed for lightweight comfort with a technical finish, the Trailberg Dimension Twinset<strong data-end=""330"" data-start=""294""> </strong>pairs the Dimension Tee and Dimension Short for easy everyday wear. Finished with an all-over digital print and reflective Trailberg branding, it delivers a bold look with premium detailing.</p>
<p>This set comprises of the Dimension Tee and the Dimension Shorts. </p>
<p><span><strong>Sizing &amp; Fit:</strong></span></p>
<ul>
<li><span>Model is 4ft10 (152cm) wearing a size  L/B. </span></li>
</ul>",Trailberg,Apparel & Accessories,BOYS TWINSETS,"2026Q1, Boys Sets, BOYSQ1",true,Size,XS/B,,,,,,,,B-DIM-TWIN-XS/B,600.0,shopify,deny,manual,58.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269072_e3f17fe7-03ea-41b9-9e36-61d122577f50.jpg?v=1770715134,1,"",false,,,,,,boys-est-blk; boys-essentials-shorts-black,BUS,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/frosted_sky.png?v=1752155237,boys-dimension-twinset-cloud-haze-dove-blue-washed-indigo; boys-dimension-twinset-navy-blue-mystic-ocean,,,,,,,,,grey-1; blue,,,,,,boys-essential-short-black; boys-est-blk,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
boys-dimension-twinset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,S/B,,,,,,,,B-DIM-TWIN-S/B,600.0,shopify,deny,manual,58.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269074_1b249543-f62e-4c9b-a91c-73f6f1cf80e7.jpg?v=1770715134,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-twinset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,M/B,,,,,,,,B-DIM-TWIN-M/B,600.0,shopify,deny,manual,58.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269078_71ef5b95-5927-4dad-a2e1-ddd07e5a62cc.jpg?v=1770715134,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-twinset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,L/B,,,,,,,,B-DIM-TWIN-L/B,600.0,shopify,deny,manual,58.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269075_0e4d75b6-33f2-42e3-9732-5e9a036032c3.jpg?v=1770715134,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-twinset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,XL/B,,,,,,,,B-DIM-TWIN-XL/B,600.0,shopify,deny,manual,58.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269059_36af033b-fcd0-4037-8e13-db279eea3b32.jpg?v=1771322270,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-twinset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269057_f6759a2a-6413-46b6-aa29-d453c53eec1d.jpg?v=1771322405,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-twinset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269065_9c636b2e-2909-41a5-a166-f811f9f52f48.jpg?v=1771322405,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-twinset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269060_09ac25fe-48bd-4b10-b63b-7bc4b5c5483e.jpg?v=1771322405,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windset-cloud-haze-dove-blue-washed-indigo,Boys Dimension Windset - Cloud Haze/Dove Blue/Washed Indigo,"<p><span>The Boys Dimension Windset is engineered to perform regardless of where your adventure takes you. </span></p>
<p><span>Designed for lightweight coverage with a technical edge, the Trailberg Boys Dimension Windbreaker combines a durable outer shell with stretch panels for added comfort and ease of wear. Featuring an all-over digital print and reflective detailing throughout, this windbreaker delivers a bold Trailberg look with functional everyday protection. The windbreaker is paired with the Dimension Short to create an everyday set that is suitable for any activity whether that be indoors or on the go. </span><span></span></p>
<p><span>Pair with the Dimension Tee for a complete set.</span></p>",Trailberg,Apparel & Accessories,BOYS TWINSETS,"2026Q1, Boys Sets, BOYSQ1",true,Size,XS/B,,,,,,,,B-DIM-WIND-XS/B,600.0,shopify,deny,manual,90.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269048_03db016e-eeb4-458c-ab0e-55d918ef7bd6.jpg?v=1771322278,1,"",false,,,,,,boys-dimension-windbreaker-cloud-haze-dove-blue-washed-indigo; boys-dimension-short-cloud-haze,BUS,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/frosted_sky.png?v=1752155237,boys-dimension-windset-cloud-haze-dove-blue-washed-indigo; boys-dimension-windset-navy-blue-mystic-ocean,,,,,,,,,grey-1; black,,,,,,boys-dimension-short-cloud-haze; boys-dimension-windbreaker-cloud-haze-dove-blue-washed-indigo,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
boys-dimension-windset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,S/B,,,,,,,,B-DIM-WIND-S/B,600.0,shopify,deny,manual,90.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269050_b42774dd-b920-4e49-947a-327d9a718491.jpg?v=1771322278,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,M/B,,,,,,,,B-DIM-WIND-M/B,600.0,shopify,deny,manual,90.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269053_ffaa69da-c160-4c99-9824-bde0d66483ac.jpg?v=1771322278,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,L/B,,,,,,,,B-DIM-WIND-L/B,600.0,shopify,deny,manual,90.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269069_de325095-05e1-4b84-979d-2d3fa8ec2172.jpg?v=1771322278,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,XL/B,,,,,,,,B-DIM-WIND-XL/B,600.0,shopify,deny,manual,90.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269052_1485873f-9b71-425d-8aa6-3fd9d9a2aef3.jpg?v=1771322278,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269054_fa06e58b-c158-40ef-ac45-67f49b0a767a.jpg?v=1771322278,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269065_9c636b2e-2909-41a5-a166-f811f9f52f48.jpg?v=1771322405,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boys-dimension-windset-cloud-haze-dove-blue-washed-indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_KIDS_2601269057_f6759a2a-6413-46b6-aa29-d453c53eec1d.jpg?v=1771322405,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
